Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Suite MOZ-11020,Chrome 128.0.0.0,,,30-08-2024 21:02:41,30-08-2024 21:05:23,2m - 42.030s,PASSED
,,,,,,,
Test Cases/MOZ-11020/TC 5_MOZ_11533 Verify linking after Refund Capture,Chrome 128.0.0.0,,,30-08-2024 21:02:42,30-08-2024 21:04:41,1m - 59.557s,PASSED
demoPackage.MozartLogin.LoginWithChromeForEK(),Chrome 128.0.0.0,,,30-08-2024 21:02:42,30-08-2024 21:04:07,1m - 24.776s,PASSED
uniqueNumber = utilityClass.GenericMethods.UniqueNumberGenerator(),Chrome 128.0.0.0,,,30-08-2024 21:04:07,30-08-2024 21:04:07,0.352s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refunds""))",Chrome 128.0.0.0,,,30-08-2024 21:04:07,30-08-2024 21:04:08,0.319s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - Dashboard/a_Refund Capture""))",Chrome 128.0.0.0,,,30-08-2024 21:04:08,30-08-2024 21:04:11,3.480s,PASSED
"selectOptionByValue(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/SelectRefundTypes""), ""RF_Both"", false)",Chrome 128.0.0.0,,,30-08-2024 21:04:11,30-08-2024 21:04:12,0.691s,PASSED
"sendKeys(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/documentNumber_Textbox""), ""6747279623"")",Chrome 128.0.0.0,,,30-08-2024 21:04:12,30-08-2024 21:04:13,0.810s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/country_Button""))",Chrome 128.0.0.0,,,30-08-2024 21:04:13,30-08-2024 21:04:13,0.583s,PASSED
"sendKeys(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/country_Button_Inside_TextBox""), ""IN - India"")",Chrome 128.0.0.0,,,30-08-2024 21:04:13,30-08-2024 21:04:14,0.563s,PASSED
"sendKeys(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/country_Button_Inside_TextBox""), Keys.chord(ENTER))",Chrome 128.0.0.0,,,30-08-2024 21:04:14,30-08-2024 21:04:14,0.458s,PASSED
"selectOptionByValue(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/requestedFOP_DropDown""), ""CA"", false)",Chrome 128.0.0.0,,,30-08-2024 21:04:14,30-08-2024 21:04:16,1.629s,PASSED
"sendKeys(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/couponsRequested_TextBox""), ""1"")",Chrome 128.0.0.0,,,30-08-2024 21:04:16,30-08-2024 21:04:17,0.536s,PASSED
"sendKeys(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/passengerRemarks_TextBox""), uniqueNumber)",Chrome 128.0.0.0,,,30-08-2024 21:04:17,30-08-2024 21:04:17,0.577s,PASSED
"selectOptionByValue(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/title_PassengerDetails_Select""), ""Mr"", false)",Chrome 128.0.0.0,,,30-08-2024 21:04:17,30-08-2024 21:04:18,0.815s,PASSED
"sendKeys(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/passengerName_PassengerDetails_TextBox""), ""automationTest"")",Chrome 128.0.0.0,,,30-08-2024 21:04:18,30-08-2024 21:04:19,0.578s,PASSED
"sendKeys(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/emailAddress_PassengerDetails_TextBox""), ""Katalon@studio.com"")",Chrome 128.0.0.0,,,30-08-2024 21:04:19,30-08-2024 21:04:19,0.596s,PASSED
"selectOptionByLabel(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/select_Currency""), ""INR"", false)",Chrome 128.0.0.0,,,30-08-2024 21:04:19,30-08-2024 21:04:20,0.810s,PASSED
"click(findTestObject(""EK_Objects/Page_Mozart - RefundsCapture/send_Button""))",Chrome 128.0.0.0,,,30-08-2024 21:04:20,30-08-2024 21:04:21,0.643s,PASSED
requestId = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 128.0.0.0,,,30-08-2024 21:04:21,30-08-2024 21:04:21,0.004s,PASSED
"for ([i = 0, i <= 5, (i++)])",Chrome 128.0.0.0,,,30-08-2024 21:04:21,30-08-2024 21:04:26,5.854s,PASSED
"apiRequests.apiConnection.runAuthToken(findTestObject(""API/Auth Token""))",Chrome 128.0.0.0,,,30-08-2024 21:04:26,30-08-2024 21:04:32,5.309s,PASSED
